N,decode,gop,inf_per_s_per_stream,skip,decoded_per_s,offered_per_s,hold_pct,pre_ms,queue_ms,gpu_ms,total_ms,nvdec_pct,sm_pct,vram_mb,plates,bottleneck
16,all,30,2.5000,12,395.3,480.0,82.4,19.15,8.14,2.50,29.79,100,5,0,840,NVDEC
16,all,30,2.0000,15,395.5,480.0,82.4,19.92,7.30,2.53,29.75,100,5,2671,1132,NVDEC
16,all,30,1.2500,24,397.4,480.0,82.8,17.17,3.95,2.38,23.50,100,4,0,487,NVDEC
16,all,30,1.0000,30,397.4,480.0,82.8,17.40,3.21,2.26,22.87,100,3,0,372,NVDEC
16,all,30,0.6667,45,397.4,480.0,82.8,19.25,3.31,2.38,24.94,100,3,0,368,NVDEC
16,all,30,0.5000,60,397.4,480.0,82.8,17.59,1.56,2.27,21.42,100,2,0,201,NVDEC
16,all,30,0.3333,90,397.5,480.0,82.8,20.90,2.11,2.21,25.22,100,2,0,118,NVDEC
16,all,30,0.2000,150,397.7,480.0,82.9,17.25,3.33,2.35,22.93,100,1,0,113,NVDEC
32,all,30,30.0000,1,382.3,960.0,39.8,34.89,115.27,22.09,172.25,100,25,0,22907,NVDEC
32,all,30,15.0000,2,391.0,960.0,40.7,37.23,115.46,12.53,165.22,100,12,0,15219,NVDEC
32,all,30,10.0000,3,396.8,960.0,41.3,37.20,95.81,7.88,140.89,100,10,0,7110,NVDEC
32,all,30,7.5000,4,395.7,960.0,41.2,36.75,81.74,5.76,124.25,100,7,0,5666,NVDEC
32,all,30,5.0000,6,397.8,960.0,41.4,39.15,63.82,4.17,107.14,100,7,0,4697,NVDEC
32,all,30,3.7500,8,398.7,960.0,41.5,38.07,54.42,3.51,96.00,100,5,0,2795,NVDEC
32,all,30,2.5000,12,398.8,960.0,41.5,37.84,38.33,2.97,79.14,100,5,0,1896,NVDEC
32,all,30,2.0000,15,396.3,960.0,41.3,40.23,32.23,2.85,75.31,100,3,0,1984,NVDEC
32,all,30,1.2500,24,394.9,960.0,41.1,38.57,19.82,2.53,60.92,100,4,0,828,NVDEC
32,all,30,1.0000,30,399.8,960.0,41.6,37.04,14.63,2.49,54.16,100,3,0,749,NVDEC
32,all,30,0.6667,45,399.9,960.0,41.7,37.52,12.05,2.49,52.06,100,1,0,711,NVDEC
32,all,30,0.5000,60,398.4,960.0,41.5,37.39,9.98,2.33,49.70,100,2,0,334,NVDEC
32,all,30,0.3333,90,399.7,960.0,41.6,40.30,8.37,2.39,51.06,100,1,0,232,NVDEC
32,all,30,0.2000,150,399.8,960.0,41.6,31.83,6.44,2.45,40.72,100,1,0,237,NVDEC
50,all,30,30.0000,1,0,1500.0,0.0,0,0,0,0.00,100,29,0,0,NVDEC
50,all,30,15.0000,2,0,1500.0,0.0,0,0,0,0.00,100,16,0,0,NVDEC
50,all,30,10.0000,3,0,1500.0,0.0,0,0,0,0.00,100,5,0,0,NVDEC
50,all,30,7.5000,4,0,1500.0,0.0,0,0,0,0.00,100,8,0,0,NVDEC
50,all,30,5.0000,6,0,1500.0,0.0,0,0,0,0.00,100,5,0,0,NVDEC
50,all,30,3.7500,8,0,1500.0,0.0,0,0,0,0.00,100,4,0,0,NVDEC
50,all,30,2.5000,12,0,1500.0,0.0,0,0,0,0.00,100,4,0,0,NVDEC
50,all,30,2.0000,15,0,1500.0,0.0,0,0,0,0.00,100,4,0,0,NVDEC
50,all,30,1.2500,24,0,1500.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
50,all,30,1.0000,30,0,1500.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
50,all,30,0.6667,45,0,1500.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
50,all,30,0.5000,60,0,1500.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
50,all,30,0.3333,90,0,1500.0,0.0,0,0,0,0.00,100,1,0,0,NVDEC
50,all,30,0.2000,150,0,1500.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
75,all,30,30.0000,1,0,2250.0,0.0,0,0,0,0.00,100,10,0,0,NVDEC
75,all,30,15.0000,2,0,2250.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
75,all,30,10.0000,3,0,2250.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
75,all,30,7.5000,4,0,2250.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
75,all,30,5.0000,6,0,2250.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
75,all,30,3.7500,8,0,2250.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
75,all,30,2.5000,12,0,2250.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
75,all,30,2.0000,15,0,2250.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
75,all,30,1.2500,24,0,2250.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
75,all,30,1.0000,30,0,2250.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
75,all,30,0.6667,45,0,2250.0,0.0,0,0,0,0.00,100,1,0,0,NVDEC
75,all,30,0.5000,60,0,2250.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
75,all,30,0.3333,90,0,2250.0,0.0,0,0,0,0.00,100,1,0,0,NVDEC
75,all,30,0.2000,150,0,2250.0,0.0,0,0,0,0.00,100,1,0,0,NVDEC
100,all,30,30.0000,1,0,3000.0,0.0,0,0,0,0.00,100,26,7830,0,VRAM-OOM
100,all,30,15.0000,2,0,3000.0,0.0,0,0,0,0.00,100,3,7827,0,VRAM-OOM
100,all,30,10.0000,3,0,3000.0,0.0,0,0,0,0.00,100,2,7828,0,VRAM-OOM
100,all,30,7.5000,4,0,3000.0,0.0,0,0,0,0.00,100,2,0,0,VRAM-OOM
100,all,30,5.0000,6,0,3000.0,0.0,0,0,0,0.00,100,2,7828,0,VRAM-OOM
100,all,30,3.7500,8,0,3000.0,0.0,0,0,0,0.00,100,2,7823,0,VRAM-OOM
100,all,30,2.5000,12,0,3000.0,0.0,0,0,0,0.00,100,2,0,0,VRAM-OOM
100,all,30,2.0000,15,0,3000.0,0.0,0,0,0,0.00,100,3,7836,0,VRAM-OOM
100,all,30,1.2500,24,0,3000.0,0.0,0,0,0,0.00,100,2,7827,0,VRAM-OOM
100,all,30,1.0000,30,0,3000.0,0.0,0,0,0,0.00,100,2,7832,0,VRAM-OOM
100,all,30,0.6667,45,0,3000.0,0.0,0,0,0,0.00,100,2,7832,0,VRAM-OOM
100,all,30,0.5000,60,0,3000.0,0.0,0,0,0,0.00,100,2,7831,0,VRAM-OOM
100,all,30,0.3333,90,0,3000.0,0.0,0,0,0,0.00,100,1,0,0,VRAM-OOM
100,all,30,0.2000,150,0,3000.0,0.0,0,0,0,0.00,100,1,7832,0,VRAM-OOM
1,key15,15,2.0000,1,2.0,2.0,100.0,0.07,0.02,1.98,2.07,0,1,0,57,none(offered-bound)
1,key15,15,1.0000,2,2.0,2.0,100.0,0.09,0.02,2.16,2.27,0,0,0,37,none(offered-bound)
1,key15,15,0.6667,3,1.9,2.0,95.0,0.07,0.02,2.05,2.14,0,0,0,15,none(offered-bound)
1,key15,15,0.5000,4,2.0,2.0,100.0,0.08,0.02,2.14,2.24,3,1,1607,11,none(offered-bound)
1,key15,15,0.3333,6,2.0,2.0,100.0,0.08,0.02,2.29,2.39,2,1,0,14,none(offered-bound)
1,key15,15,0.2500,8,1.9,2.0,95.0,0.08,0.02,2.20,2.30,0,1,0,6,none(offered-bound)
1,key15,15,0.1667,12,2.0,2.0,100.0,0.09,0.02,2.09,2.20,0,1,0,2,none(offered-bound)
1,key15,15,0.1333,15,1.9,2.0,95.0,0.10,0.02,2.44,2.56,0,0,0,4,none(offered-bound)
1,key15,15,0.0833,24,2.0,2.0,100.0,0.13,0.03,2.38,2.54,0,0,0,1,none(offered-bound)
1,key15,15,0.0667,30,1.9,2.0,95.0,0.14,0.02,2.24,2.40,0,0,0,0,none(offered-bound)
4,key15,15,2.0000,1,7.8,8.0,97.5,0.06,0.02,1.90,1.98,0,1,0,179,none(offered-bound)
4,key15,15,1.0000,2,7.8,8.0,97.5,0.07,0.02,1.96,2.05,0,1,0,127,none(offered-bound)
4,key15,15,0.6667,3,7.8,8.0,97.5,0.07,0.02,2.00,2.09,2,1,0,81,none(offered-bound)
4,key15,15,0.5000,4,7.8,8.0,97.5,0.07,0.02,1.98,2.07,3,2,0,43,none(offered-bound)
4,key15,15,0.3333,6,7.8,8.0,97.5,0.07,0.02,1.97,2.06,3,0,0,31,none(offered-bound)
4,key15,15,0.2500,8,7.8,8.0,97.5,0.07,0.02,2.11,2.20,0,0,0,35,none(offered-bound)
4,key15,15,0.1667,12,7.8,8.0,97.5,0.07,0.02,1.99,2.08,0,0,0,11,none(offered-bound)
4,key15,15,0.1333,15,7.8,8.0,97.5,0.08,0.02,2.07,2.17,3,0,0,13,none(offered-bound)
4,key15,15,0.0833,24,7.8,8.0,97.5,0.08,0.02,2.10,2.20,2,0,0,7,none(offered-bound)
4,key15,15,0.0667,30,7.7,8.0,96.2,0.09,0.02,2.27,2.38,3,0,0,8,none(offered-bound)
8,key15,15,2.0000,1,15.7,16.0,98.1,0.06,0.02,1.87,1.95,3,2,0,336,none(offered-bound)
8,key15,15,1.0000,2,15.6,16.0,97.5,0.06,0.02,1.88,1.96,5,2,0,195,none(offered-bound)
8,key15,15,0.6667,3,15.6,16.0,97.5,0.07,0.02,1.99,2.08,5,0,0,186,none(offered-bound)
8,key15,15,0.5000,4,15.6,16.0,97.5,0.07,0.02,1.91,2.00,5,1,0,85,none(offered-bound)
8,key15,15,0.3333,6,15.6,16.0,97.5,0.07,0.02,1.98,2.07,3,0,0,62,none(offered-bound)
8,key15,15,0.2500,8,15.6,16.0,97.5,0.07,0.02,2.03,2.12,5,0,0,59,none(offered-bound)
8,key15,15,0.1667,12,15.6,16.0,97.5,0.07,0.02,2.07,2.16,2,0,0,40,none(offered-bound)
8,key15,15,0.1333,15,15.7,16.0,98.1,0.07,0.02,1.99,2.08,3,0,0,18,none(offered-bound)
8,key15,15,0.0833,24,15.6,16.0,97.5,0.07,0.02,1.98,2.07,5,0,0,10,none(offered-bound)
8,key15,15,0.0667,30,15.6,16.0,97.5,0.08,0.02,2.08,2.18,3,0,0,12,none(offered-bound)
16,key15,15,2.0000,1,31.2,32.0,97.5,0.06,0.02,1.88,1.96,5,3,0,689,none(offered-bound)
16,key15,15,1.0000,2,31.2,32.0,97.5,0.06,0.02,1.90,1.98,6,2,0,373,none(offered-bound)
16,key15,15,0.6667,3,31.0,32.0,96.9,0.06,0.02,1.90,1.98,8,1,0,279,none(offered-bound)
16,key15,15,0.5000,4,31.2,32.0,97.5,0.07,0.02,1.97,2.06,10,2,0,264,none(offered-bound)
16,key15,15,0.3333,6,31.2,32.0,97.5,0.07,0.02,1.91,2.00,10,1,0,108,none(offered-bound)
16,key15,15,0.2500,8,31.2,32.0,97.5,0.07,0.02,1.92,2.01,9,0,0,84,none(offered-bound)
16,key15,15,0.1667,12,31.2,32.0,97.5,0.07,0.02,2.13,2.22,10,0,0,97,none(offered-bound)
16,key15,15,0.1333,15,31.2,32.0,97.5,0.07,0.02,1.96,2.05,10,0,0,42,none(offered-bound)
16,key15,15,0.0833,24,31.4,32.0,98.1,0.07,0.02,1.98,2.07,7,0,0,27,none(offered-bound)
16,key15,15,0.0667,30,31.2,32.0,97.5,0.07,0.02,2.03,2.12,10,0,0,23,none(offered-bound)
32,key15,15,2.0000,1,62.3,64.0,97.3,0.41,0.33,1.99,2.73,17,11,0,2235,none(offered-bound)
32,key15,15,1.0000,2,62.3,64.0,97.3,0.46,0.40,1.88,2.74,16,5,0,650,none(offered-bound)
32,key15,15,0.6667,3,62.0,64.0,96.9,0.36,0.04,1.88,2.28,17,3,0,459,none(offered-bound)
32,key15,15,0.5000,4,62.3,64.0,97.3,0.11,0.32,2.01,2.44,17,3,0,592,none(offered-bound)
32,key15,15,0.3333,6,62.3,64.0,97.3,0.24,0.18,1.90,2.32,17,2,0,233,none(offered-bound)
32,key15,15,0.2500,8,62.3,64.0,97.3,0.24,0.16,1.95,2.35,17,1,0,182,none(offered-bound)
32,key15,15,0.1667,12,62.3,64.0,97.3,0.36,0.11,1.94,2.41,17,1,0,135,none(offered-bound)
32,key15,15,0.1333,15,62.3,64.0,97.3,0.20,0.02,2.05,2.27,17,0,0,146,none(offered-bound)
32,key15,15,0.0833,24,62.3,64.0,97.3,0.07,0.02,1.95,2.04,18,0,0,45,none(offered-bound)
32,key15,15,0.0667,30,62.3,64.0,97.3,0.27,0.02,1.98,2.27,16,0,0,41,none(offered-bound)
50,key15,15,2.0000,1,96.9,100.0,96.9,1.39,2.90,2.00,6.29,27,17,0,3741,none(offered-bound)
50,key15,15,1.0000,2,96.8,100.0,96.8,1.35,1.11,1.91,4.37,25,8,0,1128,none(offered-bound)
50,key15,15,0.6667,3,97.5,100.0,97.5,1.65,1.61,1.93,5.19,26,5,0,739,none(offered-bound)
50,key15,15,0.5000,4,96.9,100.0,96.9,1.12,1.01,1.92,4.05,25,4,0,649,none(offered-bound)
50,key15,15,0.3333,6,96.9,100.0,96.9,1.53,0.43,2.03,3.99,27,4,0,579,none(offered-bound)
50,key15,15,0.2500,8,97.5,100.0,97.5,1.32,0.52,1.92,3.76,28,2,0,257,none(offered-bound)
50,key15,15,0.1667,12,96.8,100.0,96.8,1.43,0.22,1.93,3.58,26,2,0,175,none(offered-bound)
50,key15,15,0.1333,15,96.9,100.0,96.9,1.66,0.58,2.09,4.33,26,2,0,247,none(offered-bound)
50,key15,15,0.0833,24,96.8,100.0,96.8,1.81,0.02,1.98,3.81,25,0,0,91,none(offered-bound)
50,key15,15,0.0667,30,97.5,100.0,97.5,1.38,0.02,2.02,3.42,23,0,0,72,none(offered-bound)
75,key15,15,2.0000,1,144.5,150.0,96.3,4.24,8.05,1.93,14.22,38,24,0,3889,none(offered-bound)
75,key15,15,1.0000,2,144.4,150.0,96.3,4.41,6.33,2.03,12.77,38,12,0,2548,none(offered-bound)
75,key15,15,0.6667,3,145.4,150.0,96.9,4.38,6.00,1.93,12.31,40,7,0,1062,none(offered-bound)
75,key15,15,0.5000,4,144.5,150.0,96.3,5.01,6.58,1.94,13.53,38,6,0,825,none(offered-bound)
75,key15,15,0.3333,6,144.4,150.0,96.3,4.69,3.00,2.07,9.76,38,5,0,918,none(offered-bound)
75,key15,15,0.2500,8,144.5,150.0,96.3,5.36,4.91,1.96,12.23,39,3,0,411,none(offered-bound)
75,key15,15,0.1667,12,145.3,150.0,96.9,4.98,3.54,2.00,10.52,40,3,0,279,none(offered-bound)
75,key15,15,0.1333,15,144.4,150.0,96.3,5.97,5.07,2.02,13.06,40,2,0,286,none(offered-bound)
75,key15,15,0.0833,24,144.4,150.0,96.3,6.47,2.08,2.10,10.65,38,2,0,204,none(offered-bound)
75,key15,15,0.0667,30,145.3,150.0,96.9,3.02,1.13,2.00,6.15,41,0,0,94,none(offered-bound)
100,key15,15,2.0000,1,158.4,200.0,79.2,9.60,21.23,2.02,32.85,42,26,0,4065,VRAM-OOM
100,key15,15,1.0000,2,160.5,200.0,80.2,9.30,21.02,2.16,32.48,41,16,0,3161,VRAM-OOM
100,key15,15,0.6667,3,160.7,200.0,80.3,10.06,14.87,2.05,26.98,47,9,0,1309,VRAM-OOM
100,key15,15,0.5000,4,170.6,200.0,85.3,9.48,15.01,2.02,26.51,47,9,0,877,VRAM-OOM
100,key15,15,0.3333,6,159.6,200.0,79.8,11.34,19.63,2.14,33.11,50,5,0,1050,VRAM-OOM
100,key15,15,0.2500,8,166.8,200.0,83.4,11.30,15.32,2.05,28.67,50,4,0,579,VRAM-OOM
100,key15,15,0.1667,12,99.2,200.0,49.6,13.99,13.96,2.07,30.02,40,2,0,335,VRAM-OOM
100,key15,15,0.1333,15,105.7,200.0,52.9,9.82,7.03,2.19,19.04,43,2,0,426,VRAM-OOM
100,key15,15,0.0833,24,111.4,200.0,55.7,9.82,3.04,2.10,14.96,48,2,0,172,VRAM-OOM
100,key15,15,0.0667,30,111.8,200.0,55.9,9.95,4.68,2.19,16.82,48,1,0,207,VRAM-OOM
1,key30,30,1.0000,1,1.0,1.0,100.0,0.08,0.02,2.04,2.14,0,1,0,30,none(offered-bound)
1,key30,30,0.5000,2,1.0,1.0,100.0,0.08,0.02,2.22,2.32,0,1,0,19,none(offered-bound)
1,key30,30,0.3333,3,1.0,1.0,100.0,0.08,0.02,2.07,2.17,0,0,0,6,none(offered-bound)
1,key30,30,0.2500,4,1.0,1.0,100.0,0.09,0.02,2.16,2.27,3,0,0,6,none(offered-bound)
1,key30,30,0.1667,6,1.0,1.0,100.0,0.09,0.02,2.29,2.40,3,0,1607,7,none(offered-bound)
1,key30,30,0.1250,8,1.0,1.0,100.0,0.09,0.02,2.47,2.58,3,1,0,5,none(offered-bound)
1,key30,30,0.0833,12,1.0,1.0,100.0,0.12,0.02,2.67,2.81,0,1,0,3,none(offered-bound)
1,key30,30,0.0667,15,1.0,1.0,100.0,0.15,0.02,2.76,2.93,0,1,1607,1,none(offered-bound)
4,key30,30,1.0000,1,3.8,4.0,95.0,0.07,0.02,2.01,2.10,0,0,0,148,none(offered-bound)
4,key30,30,0.5000,2,3.8,4.0,95.0,0.07,0.02,1.99,2.08,0,0,0,49,none(offered-bound)
4,key30,30,0.3333,3,3.8,4.0,95.0,0.07,0.02,1.97,2.06,0,0,0,26,none(offered-bound)
4,key30,30,0.2500,4,3.8,4.0,95.0,0.07,0.05,2.13,2.25,0,1,0,38,none(offered-bound)
4,key30,30,0.1667,6,3.8,4.0,95.0,0.07,0.02,2.13,2.22,0,1,0,21,none(offered-bound)
4,key30,30,0.1250,8,3.9,4.0,97.5,0.08,0.02,2.11,2.21,3,1,0,12,none(offered-bound)
4,key30,30,0.0833,12,3.8,4.0,95.0,0.08,0.02,2.24,2.34,3,0,0,10,none(offered-bound)
4,key30,30,0.0667,15,3.8,4.0,95.0,0.09,0.02,2.22,2.33,3,0,0,6,none(offered-bound)
8,key30,30,1.0000,1,7.7,8.0,96.2,0.06,0.02,1.92,2.00,3,2,0,200,none(offered-bound)
8,key30,30,0.5000,2,7.6,8.0,95.0,0.07,0.02,1.87,1.96,3,1,0,71,none(offered-bound)
8,key30,30,0.3333,3,7.6,8.0,95.0,0.07,0.02,2.03,2.12,3,0,0,100,none(offered-bound)
8,key30,30,0.2500,4,7.6,8.0,95.0,0.07,0.02,1.99,2.08,3,1,0,51,none(offered-bound)
8,key30,30,0.1667,6,7.7,8.0,96.2,0.07,0.05,2.04,2.16,0,0,0,30,none(offered-bound)
8,key30,30,0.1250,8,7.6,8.0,95.0,0.07,0.02,2.08,2.17,0,0,0,32,none(offered-bound)
8,key30,30,0.0833,12,7.6,8.0,95.0,0.08,0.02,2.17,2.27,0,0,0,20,none(offered-bound)
8,key30,30,0.0667,15,7.8,8.0,97.5,0.08,0.02,2.03,2.13,0,0,0,9,none(offered-bound)
16,key30,30,1.0000,1,15.2,16.0,95.0,0.06,0.02,1.87,1.95,5,3,0,344,none(offered-bound)
16,key30,30,0.5000,2,15.2,16.0,95.0,0.06,0.02,2.03,2.11,6,0,0,317,none(offered-bound)
16,key30,30,0.3333,3,15.2,16.0,95.0,0.07,0.02,1.93,2.02,6,1,0,122,none(offered-bound)
16,key30,30,0.2500,4,15.5,16.0,96.9,0.07,0.02,1.94,2.03,6,2,0,89,none(offered-bound)
16,key30,30,0.1667,6,15.2,16.0,95.0,0.07,0.02,1.94,2.03,6,0,0,72,none(offered-bound)
16,key30,30,0.1250,8,15.2,16.0,95.0,0.07,0.02,2.10,2.19,3,0,0,76,none(offered-bound)
16,key30,30,0.0833,12,15.5,16.0,96.9,0.07,0.03,2.03,2.13,3,0,0,28,none(offered-bound)
16,key30,30,0.0667,15,15.2,16.0,95.0,0.07,0.03,2.02,2.12,3,0,0,27,none(offered-bound)
32,key30,30,1.0000,1,30.4,32.0,95.0,0.06,0.02,2.00,2.08,10,6,0,1201,none(offered-bound)
32,key30,30,0.5000,2,30.4,32.0,95.0,0.06,0.02,1.90,1.98,8,3,0,357,none(offered-bound)
32,key30,30,0.3333,3,30.8,32.0,96.2,0.06,0.02,1.92,2.00,10,2,0,256,none(offered-bound)
32,key30,30,0.2500,4,30.4,32.0,95.0,0.07,0.02,1.96,2.05,8,2,0,263,none(offered-bound)
32,key30,30,0.1667,6,30.4,32.0,95.0,0.07,0.02,2.00,2.09,8,1,0,172,none(offered-bound)
32,key30,30,0.1250,8,30.8,32.0,96.2,0.07,0.02,1.96,2.05,11,0,0,88,none(offered-bound)
32,key30,30,0.0833,12,30.4,32.0,95.0,0.07,0.02,2.03,2.12,8,0,0,75,none(offered-bound)
32,key30,30,0.0667,15,30.4,32.0,95.0,0.07,0.03,2.14,2.24,9,0,0,81,none(offered-bound)
50,key30,30,1.0000,1,47.5,50.0,95.0,0.08,0.06,1.93,2.07,12,7,0,1193,none(offered-bound)
50,key30,30,0.5000,2,47.5,50.0,95.0,0.50,0.04,1.88,2.42,10,3,0,505,none(offered-bound)
50,key30,30,0.3333,3,47.6,50.0,95.2,0.07,0.06,2.00,2.13,13,3,0,612,none(offered-bound)
50,key30,30,0.2500,4,47.5,50.0,95.0,0.07,0.03,1.99,2.09,10,2,0,394,none(offered-bound)
50,key30,30,0.1667,6,48.1,50.0,96.2,0.07,0.02,1.95,2.04,15,2,0,197,none(offered-bound)
50,key30,30,0.1250,8,47.6,50.0,95.2,0.07,0.02,1.97,2.06,13,1,0,183,none(offered-bound)
50,key30,30,0.0833,12,47.6,50.0,95.2,0.07,0.02,2.08,2.17,11,0,0,149,none(offered-bound)
50,key30,30,0.0667,15,48.2,50.0,96.4,0.07,0.02,2.05,2.14,15,0,0,84,none(offered-bound)
75,key30,30,1.0000,1,71.3,75.0,95.1,1.53,1.89,1.89,5.31,20,12,0,1469,none(offered-bound)
75,key30,30,0.5000,2,71.4,75.0,95.2,1.86,0.51,2.05,4.42,22,7,0,1441,none(offered-bound)
