N,decode,gop,inf_per_s_per_stream,skip,decoded_per_s,offered_per_s,hold_pct,pre_ms,queue_ms,gpu_ms,total_ms,nvdec_pct,sm_pct,vram_mb,plates,bottleneck
16,key30,30,0.1667,6,15.2,16.0,95.0,0.04,0.02,2.08,2.14,2,0,0,104,none(offered-bound)
16,key30,30,0.1250,8,15.2,16.0,95.0,0.05,0.02,2.03,2.10,1,0,0,50,none(offered-bound)
16,key30,30,0.0833,12,15.5,16.0,96.9,0.05,0.02,2.06,2.13,1,0,0,32,none(offered-bound)
16,key30,30,0.0667,15,15.2,16.0,95.0,0.05,0.02,2.05,2.12,1,0,0,30,none(offered-bound)
32,key30,30,1.0000,1,30.4,32.0,95.0,0.04,0.02,2.01,2.07,4,5,0,1172,none(offered-bound)
32,key30,30,0.5000,2,30.8,32.0,96.2,0.04,0.02,1.93,1.99,5,3,2385,378,none(offered-bound)
32,key30,30,0.3333,3,30.4,32.0,95.0,0.04,0.02,1.92,1.98,4,2,0,257,none(offered-bound)
32,key30,30,0.2500,4,30.4,32.0,95.0,0.04,0.02,2.04,2.10,4,2,0,308,none(offered-bound)
32,key30,30,0.1667,6,30.4,32.0,95.0,0.04,0.02,1.99,2.05,4,1,0,132,none(offered-bound)
32,key30,30,0.1250,8,30.8,32.0,96.2,0.04,0.02,2.02,2.08,3,0,0,103,none(offered-bound)
32,key30,30,0.0833,12,30.4,32.0,95.0,0.05,0.02,2.07,2.14,4,0,0,85,none(offered-bound)
32,key30,30,0.0667,15,30.4,32.0,95.0,0.05,0.02,2.12,2.19,4,0,0,72,none(offered-bound)
50,key30,30,1.0000,1,48.1,50.0,96.2,0.04,0.05,1.94,2.03,7,8,0,1184,none(offered-bound)
50,key30,30,0.5000,2,47.5,50.0,95.0,0.04,0.02,1.91,1.97,5,4,0,696,none(offered-bound)
50,key30,30,0.3333,3,47.5,50.0,95.0,0.04,0.04,2.02,2.10,5,2,0,618,none(offered-bound)
50,key30,30,0.2500,4,47.3,50.0,94.6,0.04,0.02,1.96,2.02,6,2,0,306,mixed/ramp
50,key30,30,0.1667,6,47.5,50.0,95.0,0.04,0.02,1.93,1.99,6,2,0,185,none(offered-bound)
50,key30,30,0.1250,8,47.6,50.0,95.2,0.04,0.02,2.07,2.13,6,2,0,235,none(offered-bound)
50,key30,30,0.0833,12,47.3,50.0,94.6,0.05,0.02,2.12,2.19,6,1,0,140,mixed/ramp
50,key30,30,0.0667,15,48.1,50.0,96.2,0.05,0.03,2.04,2.12,6,0,0,77,none(offered-bound)
75,key30,30,1.0000,1,71.3,75.0,95.1,0.08,0.11,1.93,2.12,9,13,0,2122,none(offered-bound)
75,key30,30,0.5000,2,71.3,75.0,95.1,0.08,0.06,2.04,2.18,10,7,0,1397,none(offered-bound)
75,key30,30,0.3333,3,71.3,75.0,95.1,0.06,0.09,1.98,2.13,10,6,0,644,none(offered-bound)
75,key30,30,0.2500,4,71.3,75.0,95.1,0.61,0.03,1.91,2.55,8,3,0,385,none(offered-bound)
75,key30,30,0.1667,6,71.3,75.0,95.1,0.06,0.04,2.05,2.15,8,2,0,476,none(offered-bound)
75,key30,30,0.1250,8,71.0,75.0,94.7,0.10,0.03,2.02,2.15,7,2,0,274,mixed/ramp
75,key30,30,0.0833,12,72.2,75.0,96.3,0.18,0.04,2.01,2.23,9,1,0,154,none(offered-bound)
75,key30,30,0.0667,15,70.9,75.0,94.5,0.05,0.02,2.03,2.10,8,1,0,138,mixed/ramp
100,key30,30,1.0000,1,94.7,100.0,94.7,0.88,0.75,2.04,3.67,11,17,0,3719,mixed/ramp
100,key30,30,0.5000,2,95.2,100.0,95.2,0.64,0.85,1.99,3.48,13,9,0,1254,none(offered-bound)
100,key30,30,0.3333,3,95.1,100.0,95.1,0.60,0.74,1.93,3.27,9,5,0,731,none(offered-bound)
100,key30,30,0.2500,4,94.7,100.0,94.7,0.96,0.46,2.08,3.50,11,4,0,968,mixed/ramp
100,key30,30,0.1667,6,94.7,100.0,94.7,0.52,0.80,1.99,3.31,11,3,0,439,mixed/ramp
100,key30,30,0.1250,8,96.3,100.0,96.3,0.57,0.58,2.00,3.15,11,2,0,310,none(offered-bound)
100,key30,30,0.0833,12,94.7,100.0,94.7,0.72,0.15,2.04,2.91,12,2,0,248,mixed/ramp
100,key30,30,0.0667,15,95.2,100.0,95.2,0.21,0.04,2.12,2.37,12,2,0,225,none(offered-bound)
1,key60,60,0.5000,1,0.5,0.5,100.0,0.05,0.02,2.13,2.20,0,0,0,15,none(offered-bound)
1,key60,60,0.2500,2,0.5,0.5,100.0,0.06,0.02,2.24,2.32,0,0,0,9,none(offered-bound)
1,key60,60,0.1667,3,0.5,0.5,100.0,0.07,0.02,2.23,2.32,0,0,0,2,none(offered-bound)
1,key60,60,0.1250,4,0.5,0.5,100.0,0.08,0.04,2.48,2.60,0,0,0,4,none(offered-bound)
1,key60,60,0.0833,6,0.5,0.5,100.0,0.10,0.02,2.73,2.85,0,0,0,4,none(offered-bound)
1,key60,60,0.0625,8,0.5,0.5,100.0,0.12,0.02,2.73,2.87,0,0,0,1,none(offered-bound)
4,key60,60,0.5000,1,1.9,2.0,95.0,0.04,0.02,1.95,2.01,0,0,0,44,none(offered-bound)
4,key60,60,0.2500,2,1.8,2.0,90.0,0.05,0.02,2.04,2.11,0,0,0,27,mixed/ramp
4,key60,60,0.1667,3,1.9,2.0,95.0,0.05,0.02,2.23,2.30,0,0,0,26,none(offered-bound)
4,key60,60,0.1250,4,1.9,2.0,95.0,0.06,0.02,2.15,2.23,0,0,0,11,none(offered-bound)
4,key60,60,0.0833,6,1.9,2.0,95.0,0.06,0.02,2.16,2.24,0,0,1637,6,none(offered-bound)
4,key60,60,0.0625,8,1.8,2.0,90.0,0.07,0.02,2.16,2.25,0,0,0,5,mixed/ramp
8,key60,60,0.5000,1,3.7,4.0,92.5,0.04,0.02,1.96,2.02,0,0,0,96,mixed/ramp
8,key60,60,0.2500,2,3.7,4.0,92.5,0.05,0.02,1.96,2.03,0,0,0,41,mixed/ramp
8,key60,60,0.1667,3,3.6,4.0,90.0,0.05,0.02,2.10,2.17,1,0,0,53,mixed/ramp
8,key60,60,0.1250,4,3.7,4.0,92.5,0.05,0.02,2.18,2.25,0,0,0,32,mixed/ramp
8,key60,60,0.0833,6,3.7,4.0,92.5,0.06,0.02,1.99,2.07,0,0,0,11,mixed/ramp
8,key60,60,0.0625,8,3.6,4.0,90.0,0.06,0.02,2.11,2.19,0,0,0,14,mixed/ramp
16,key60,60,0.5000,1,7.2,8.0,90.0,0.04,0.02,2.02,2.08,1,2,0,320,mixed/ramp
16,key60,60,0.2500,2,7.4,8.0,92.5,0.04,0.02,1.99,2.05,1,1,0,95,mixed/ramp
16,key60,60,0.1667,3,7.3,8.0,91.2,0.05,0.02,1.93,2.00,1,0,0,58,mixed/ramp
16,key60,60,0.1250,4,7.3,8.0,91.2,0.05,0.03,2.11,2.19,1,0,0,80,mixed/ramp
16,key60,60,0.0833,6,7.3,8.0,91.2,0.05,0.02,2.00,2.07,1,0,0,30,mixed/ramp
16,key60,60,0.0625,8,7.3,8.0,91.2,0.05,0.02,1.99,2.06,1,0,0,17,mixed/ramp
32,key60,60,0.5000,1,14.5,16.0,90.6,0.04,0.02,2.00,2.06,2,3,0,659,mixed/ramp
32,key60,60,0.2500,2,14.5,16.0,90.6,0.04,0.02,1.96,2.02,2,2,0,220,mixed/ramp
32,key60,60,0.1667,3,14.8,16.0,92.5,0.04,0.02,1.95,2.01,3,1,0,115,mixed/ramp
32,key60,60,0.1250,4,14.5,16.0,90.6,0.04,0.02,1.94,2.00,0,1,0,104,mixed/ramp
32,key60,60,0.0833,6,14.5,16.0,90.6,0.05,0.02,2.10,2.17,1,1,0,91,mixed/ramp
32,key60,60,0.0625,8,14.7,16.0,91.9,0.05,0.02,2.08,2.15,2,0,2385,46,mixed/ramp
50,key60,60,0.5000,1,22.7,25.0,90.8,0.04,0.02,1.90,1.96,3,4,0,672,mixed/ramp
50,key60,60,0.2500,2,22.7,25.0,90.8,0.04,0.02,2.03,2.09,3,2,0,489,mixed/ramp
50,key60,60,0.1667,3,23.0,25.0,92.0,0.05,0.02,1.98,2.05,3,2,0,212,mixed/ramp
50,key60,60,0.1250,4,22.7,25.0,90.8,0.04,0.02,1.92,1.98,3,1,0,121,mixed/ramp
50,key60,60,0.0833,6,22.7,25.0,90.8,0.05,0.02,2.10,2.17,2,1,0,180,mixed/ramp
50,key60,60,0.0625,8,22.7,25.0,90.8,0.05,0.02,2.05,2.12,3,0,0,79,mixed/ramp
75,key60,60,0.5000,1,34.4,37.5,91.7,0.05,0.04,1.92,2.01,4,6,0,828,mixed/ramp
75,key60,60,0.2500,2,34.1,37.5,90.9,0.04,0.04,1.97,2.05,4,3,0,606,mixed/ramp
75,key60,60,0.1667,3,34.1,37.5,90.9,0.04,0.03,2.03,2.10,5,2,0,418,mixed/ramp
75,key60,60,0.1250,4,34.4,37.5,91.7,0.04,0.02,1.97,2.03,4,2,0,212,mixed/ramp
75,key60,60,0.0833,6,34.0,37.5,90.7,0.05,0.03,1.98,2.06,4,1,0,169,mixed/ramp
75,key60,60,0.0625,8,34.0,37.5,90.7,0.05,0.02,2.13,2.20,4,0,0,183,mixed/ramp
100,key60,60,0.5000,1,46.0,50.0,92.0,0.05,0.06,1.95,2.06,6,7,0,1239,mixed/ramp
100,key60,60,0.2500,2,45.2,50.0,90.4,0.04,0.06,1.89,1.99,6,4,0,478,mixed/ramp
100,key60,60,0.1667,3,45.4,50.0,90.8,0.04,0.04,2.07,2.15,5,3,0,691,mixed/ramp
100,key60,60,0.1250,4,45.4,50.0,90.8,0.04,0.02,1.98,2.04,6,2,0,307,mixed/ramp
100,key60,60,0.0833,6,45.3,50.0,90.6,0.04,0.04,1.95,2.03,6,1,0,172,mixed/ramp
100,key60,60,0.0625,8,45.4,50.0,90.8,0.05,0.02,2.10,2.17,5,1,0,240,mixed/ramp
1,key150,150,0.2000,1,0.2,0.2,100.0,0.07,0.02,2.27,2.36,0,0,0,4,none(offered-bound)
1,key150,150,0.1000,2,0.2,0.2,100.0,0.08,0.02,2.55,2.65,0,0,0,3,none(offered-bound)
1,key150,150,0.0667,3,0.2,0.2,100.0,0.15,0.03,3.52,3.70,0,0,0,2,none(offered-bound)
1,key150,150,0.0500,4,0.2,0.2,100.0,0.13,0.02,2.71,2.86,0,0,0,1,none(offered-bound)
4,key150,150,0.2000,1,0.7,0.8,87.5,0.05,0.02,2.06,2.13,0,0,0,28,mixed/ramp
4,key150,150,0.1000,2,0.7,0.8,87.5,0.06,0.02,2.21,2.29,0,0,0,12,mixed/ramp
4,key150,150,0.0667,3,0.7,0.8,87.5,0.06,0.02,2.23,2.31,0,1,1644,6,mixed/ramp
4,key150,150,0.0500,4,0.7,0.8,87.5,0.07,0.02,2.30,2.39,0,0,0,7,mixed/ramp
8,key150,150,0.2000,1,1.3,1.6,81.2,0.04,0.02,2.04,2.10,0,0,0,48,mixed/ramp
8,key150,150,0.1000,2,1.3,1.6,81.2,0.05,0.02,2.00,2.07,0,0,1747,16,mixed/ramp
8,key150,150,0.0667,3,1.3,1.6,81.2,0.05,0.02,2.19,2.26,0,0,0,19,mixed/ramp
8,key150,150,0.0500,4,1.3,1.6,81.2,0.06,0.02,2.19,2.27,0,0,0,12,mixed/ramp
16,key150,150,0.2000,1,2.6,3.2,81.2,0.04,0.02,1.91,1.97,0,1,0,64,mixed/ramp
16,key150,150,0.1000,2,2.6,3.2,81.2,0.05,0.02,2.11,2.18,0,0,0,56,mixed/ramp
16,key150,150,0.0667,3,2.7,3.2,84.4,0.05,0.02,2.16,2.23,0,0,0,32,mixed/ramp
16,key150,150,0.0500,4,2.6,3.2,81.2,0.05,0.02,2.04,2.11,0,0,1958,16,mixed/ramp
32,key150,150,0.2000,1,5.1,6.4,79.7,0.04,0.02,2.04,2.10,1,1,0,224,mixed/ramp
32,key150,150,0.1000,2,5.2,6.4,81.2,0.05,0.02,2.09,2.16,1,0,0,96,mixed/ramp
32,key150,150,0.0667,3,5.1,6.4,79.7,0.05,0.02,1.97,2.04,1,0,0,41,mixed/ramp
32,key150,150,0.0500,4,5.1,6.4,79.7,0.05,0.02,2.19,2.26,1,0,0,63,mixed/ramp
50,key150,150,0.2000,1,8.1,10.0,81.0,0.04,0.02,2.04,2.10,1,2,0,301,mixed/ramp
50,key150,150,0.1000,2,8.0,10.0,80.0,0.04,0.02,1.96,2.02,1,0,0,100,mixed/ramp
50,key150,150,0.0667,3,8.0,10.0,80.0,0.05,0.02,2.21,2.28,1,0,0,133,mixed/ramp
50,key150,150,0.0500,4,8.1,10.0,81.0,0.05,0.03,2.14,2.22,1,0,0,75,mixed/ramp
75,key150,150,0.2000,1,12.0,15.0,80.0,0.17,0.13,1.92,2.22,2,3,0,285,mixed/ramp
75,key150,150,0.1000,2,12.0,15.0,80.0,0.17,0.03,2.16,2.36,2,0,0,303,mixed/ramp
75,key150,150,0.0667,3,12.2,15.0,81.3,0.13,0.12,2.10,2.35,2,0,0,147,mixed/ramp
75,key150,150,0.0500,4,12.0,15.0,80.0,0.12,0.02,1.97,2.11,2,0,0,66,mixed/ramp
100,key150,150,0.2000,1,15.9,20.0,79.5,0.32,0.21,2.20,2.73,3,4,0,800,mixed/ramp
100,key150,150,0.1000,2,16.2,20.0,81.0,0.39,0.06,2.08,2.53,3,1,0,283,mixed/ramp
100,key150,150,0.0667,3,16.0,20.0,80.0,0.22,0.19,2.01,2.42,3,0,0,128,mixed/ramp
100,key150,150,0.0500,4,16.0,20.0,80.0,0.43,0.02,2.22,2.67,3,0,0,191,mixed/ramp
