N,decode,gop,inf_per_s_per_stream,skip,decoded_per_s,offered_per_s,hold_pct,pre_ms,queue_ms,gpu_ms,total_ms,nvdec_pct,sm_pct,vram_mb,plates,bottleneck
4,all,30,0.5000,60,117.6,120.0,98.0,0.06,0.02,1.93,2.01,17,0,0,49,none(offered-bound)
4,all,30,0.3333,90,116.9,120.0,97.4,0.06,0.02,2.10,2.18,18,0,0,52,none(offered-bound)
4,all,30,0.2000,150,116.9,120.0,97.4,0.07,0.04,2.00,2.11,18,0,0,20,none(offered-bound)
8,all,30,30.0000,1,233.8,240.0,97.4,0.13,0.34,1.94,2.41,35,35,0,5015,none(offered-bound)
8,all,30,15.0000,2,233.8,240.0,97.4,0.11,0.08,1.96,2.15,35,21,0,4477,none(offered-bound)
8,all,30,10.0000,3,233.8,240.0,97.4,0.14,0.05,1.89,2.08,35,13,0,2055,none(offered-bound)
8,all,30,7.5000,4,233.8,240.0,97.4,0.12,0.06,1.87,2.05,35,10,0,1364,none(offered-bound)
8,all,30,5.0000,6,233.8,240.0,97.4,0.12,0.05,1.87,2.04,34,8,0,1055,none(offered-bound)
8,all,30,3.7500,8,233.8,240.0,97.4,0.16,0.05,1.98,2.19,35,5,0,1059,none(offered-bound)
8,all,30,2.5000,12,234.0,240.0,97.5,0.15,0.04,1.90,2.09,35,4,0,506,none(offered-bound)
8,all,30,2.0000,15,232.4,240.0,96.8,0.14,0.01,1.85,2.00,35,4,0,333,none(offered-bound)
8,all,30,1.2500,24,233.8,240.0,97.4,0.06,0.03,1.97,2.06,35,2,0,375,none(offered-bound)
8,all,30,1.0000,30,233.8,240.0,97.4,0.06,0.01,1.92,1.99,36,2,0,214,none(offered-bound)
8,all,30,0.6667,45,233.8,240.0,97.4,0.07,0.01,1.92,2.00,35,2,0,119,none(offered-bound)
8,all,30,0.5000,60,232.4,240.0,96.8,0.06,0.02,1.92,2.00,34,2,0,99,none(offered-bound)
8,all,30,0.3333,90,233.7,240.0,97.4,0.06,0.02,2.00,2.08,35,1,0,85,none(offered-bound)
8,all,30,0.2000,150,233.8,240.0,97.4,0.06,0.02,1.96,2.04,36,0,0,36,none(offered-bound)
16,all,30,30.0000,1,467.6,480.0,97.4,0.42,1.55,1.99,3.96,62,58,0,9206,none(offered-bound)
16,all,30,15.0000,2,467.6,480.0,97.4,0.32,0.63,1.95,2.90,68,38,0,8755,none(offered-bound)
16,all,30,10.0000,3,467.9,480.0,97.5,0.46,0.71,1.98,3.15,69,26,0,4377,none(offered-bound)
16,all,30,7.5000,4,464.7,480.0,96.8,0.33,0.36,1.89,2.58,71,19,0,2793,none(offered-bound)
16,all,30,5.0000,6,467.5,480.0,97.4,0.35,0.25,1.87,2.47,70,12,0,2029,none(offered-bound)
16,all,30,3.7500,8,467.5,480.0,97.4,0.38,0.24,1.97,2.59,70,11,0,2077,none(offered-bound)
16,all,30,2.5000,12,465.1,480.0,96.9,0.32,0.17,1.92,2.41,70,7,0,1037,none(offered-bound)
16,all,30,2.0000,15,467.5,480.0,97.4,0.35,0.08,1.84,2.27,70,4,0,611,none(offered-bound)
16,all,30,1.2500,24,467.6,480.0,97.4,0.25,0.13,1.98,2.36,70,4,0,745,none(offered-bound)
16,all,30,1.0000,30,467.6,480.0,97.4,0.35,0.05,1.93,2.33,70,4,0,442,none(offered-bound)
16,all,30,0.6667,45,467.8,480.0,97.5,0.20,0.02,1.87,2.09,70,3,0,224,none(offered-bound)
16,all,30,0.5000,60,464.7,480.0,96.8,0.07,0.02,1.88,1.97,70,2,0,204,none(offered-bound)
16,all,30,0.3333,90,467.5,480.0,97.4,0.08,0.02,2.00,2.10,72,2,0,184,none(offered-bound)
16,all,30,0.2000,150,464.7,480.0,96.8,0.06,0.01,1.90,1.97,71,1,0,64,none(offered-bound)
32,all,30,30.0000,1,670.1,960.0,69.8,19.56,67.01,21.38,107.95,95,39,0,17405,NVDEC
32,all,30,15.0000,2,727.1,960.0,75.7,20.53,62.92,12.42,95.87,100,21,0,17652,NVDEC
32,all,30,10.0000,3,756.0,960.0,78.8,19.90,54.45,7.86,82.21,100,17,0,7211,NVDEC
32,all,30,7.5000,4,763.2,960.0,79.5,20.15,44.23,5.73,70.11,100,14,0,6469,NVDEC
32,all,30,5.0000,6,763.6,960.0,79.5,21.74,38.58,4.19,64.51,100,12,0,5629,NVDEC
32,all,30,3.7500,8,770.9,960.0,80.3,20.67,29.81,3.35,53.83,100,10,0,2571,NVDEC
32,all,30,2.5000,12,770.9,960.0,80.3,21.00,20.69,2.82,44.51,100,6,0,1949,NVDEC
32,all,30,2.0000,15,771.3,960.0,80.3,21.59,17.09,2.70,41.38,100,6,0,2088,NVDEC
32,all,30,1.2500,24,771.0,960.0,80.3,20.39,11.83,2.50,34.72,100,6,0,915,NVDEC
32,all,30,1.0000,30,774.8,960.0,80.7,20.50,8.94,2.37,31.81,100,4,3031,832,NVDEC
32,all,30,0.6667,45,774.9,960.0,80.7,21.21,7.10,2.36,30.67,100,4,0,682,NVDEC
32,all,30,0.5000,60,774.8,960.0,80.7,21.18,5.19,2.29,28.66,100,3,3031,367,NVDEC
32,all,30,0.3333,90,774.8,960.0,80.7,22.20,5.61,2.23,30.04,100,2,3031,302,NVDEC
32,all,30,0.2000,150,774.8,960.0,80.7,21.34,3.94,2.28,27.56,100,1,0,184,NVDEC
50,all,30,30.0000,1,670.0,1500.0,44.7,33.25,101.45,24.09,158.79,100,29,0,32183,NVDEC
50,all,30,15.0000,2,715.9,1500.0,47.7,33.68,116.83,19.31,169.82,99,19,0,24619,NVDEC
50,all,30,10.0000,3,756.6,1500.0,50.4,31.67,100.63,12.43,144.73,100,15,0,11974,NVDEC
50,all,30,7.5000,4,761.5,1500.0,50.8,32.75,92.49,9.06,134.30,99,10,0,9481,NVDEC
50,all,30,5.0000,6,771.5,1500.0,51.4,32.74,79.64,6.04,118.42,100,10,0,6213,NVDEC
50,all,30,3.7500,8,771.2,1500.0,51.4,32.79,63.81,4.54,101.14,99,7,0,4354,NVDEC
50,all,30,2.5000,12,776.1,1500.0,51.7,32.38,43.98,3.32,79.68,100,7,0,3447,NVDEC
50,all,30,2.0000,15,776.2,1500.0,51.7,32.43,37.40,3.09,72.92,100,6,0,2327,NVDEC
50,all,30,1.2500,24,776.1,1500.0,51.7,32.38,25.54,2.73,60.65,100,4,0,2247,NVDEC
50,all,30,1.0000,30,778.6,1500.0,51.9,32.12,19.97,2.60,54.69,100,3,0,1102,NVDEC
50,all,30,0.6667,45,778.6,1500.0,51.9,33.63,15.55,2.53,51.71,100,3,0,1183,NVDEC
50,all,30,0.5000,60,778.9,1500.0,51.9,33.20,11.22,2.37,46.79,100,3,0,545,NVDEC
50,all,30,0.3333,90,784.0,1500.0,52.3,33.42,8.90,2.37,44.69,100,3,3874,559,NVDEC
50,all,30,0.2000,150,786.6,1500.0,52.4,31.42,9.73,2.29,43.44,100,2,0,211,NVDEC
75,all,30,30.0000,1,646.2,2250.0,28.7,64.60,128.07,25.33,218.00,97,31,0,70729,NVDEC
75,all,30,15.0000,2,708.4,2250.0,31.5,52.46,177.67,23.48,253.61,99,24,0,32071,NVDEC
75,all,30,10.0000,3,742.1,2250.0,33.0,50.74,178.00,19.47,248.21,100,17,0,22420,NVDEC
75,all,30,7.5000,4,754.4,2250.0,33.5,49.23,163.91,14.17,227.31,99,11,0,14273,NVDEC
75,all,30,5.0000,6,769.1,2250.0,34.2,48.80,142.09,9.02,199.91,100,10,0,8016,NVDEC
75,all,30,3.7500,8,772.3,2250.0,34.3,49.77,119.71,6.40,175.88,99,7,0,6487,NVDEC
75,all,30,2.5000,12,772.3,2250.0,34.3,50.74,99.58,4.55,154.87,100,7,0,6619,NVDEC
75,all,30,2.0000,15,777.3,2250.0,34.5,49.55,79.23,3.78,132.56,100,5,0,4706,NVDEC
75,all,30,1.2500,24,779.0,2250.0,34.6,47.94,56.30,2.97,107.21,100,4,0,2253,NVDEC
75,all,30,1.0000,30,782.2,2250.0,34.8,49.65,48.01,2.88,100.54,100,4,0,1678,NVDEC
75,all,30,0.6667,45,782.4,2250.0,34.8,49.79,34.43,2.61,86.83,99,3,0,1348,NVDEC
75,all,30,0.5000,60,780.6,2250.0,34.7,49.87,24.48,2.54,76.89,100,3,0,1072,NVDEC
75,all,30,0.3333,90,780.6,2250.0,34.7,50.46,19.52,2.45,72.43,100,2,0,642,NVDEC
75,all,30,0.2000,150,775.5,2250.0,34.5,49.95,20.32,2.43,72.70,100,2,0,352,NVDEC
100,all,30,30.0000,1,0,3000.0,0.0,0,0,0,0.00,87,32,0,0,NVDEC
100,all,30,15.0000,2,0,3000.0,0.0,0,0,0,0.00,99,11,0,0,NVDEC
100,all,30,10.0000,3,0,3000.0,0.0,0,0,0,0.00,99,17,0,0,NVDEC
100,all,30,7.5000,4,0,3000.0,0.0,0,0,0,0.00,99,6,0,0,NVDEC
100,all,30,5.0000,6,0,3000.0,0.0,0,0,0,0.00,99,4,0,0,NVDEC
100,all,30,3.7500,8,0,3000.0,0.0,0,0,0,0.00,100,7,0,0,NVDEC
100,all,30,2.5000,12,0,3000.0,0.0,0,0,0,0.00,100,5,0,0,NVDEC
100,all,30,2.0000,15,0,3000.0,0.0,0,0,0,0.00,100,6,0,0,NVDEC
100,all,30,1.2500,24,0,3000.0,0.0,0,0,0,0.00,100,4,0,0,NVDEC
100,all,30,1.0000,30,0,3000.0,0.0,0,0,0,0.00,100,4,0,0,NVDEC
100,all,30,0.6667,45,0,3000.0,0.0,0,0,0,0.00,100,3,0,0,NVDEC
100,all,30,0.5000,60,0,3000.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
100,all,30,0.3333,90,0,3000.0,0.0,0,0,0,0.00,100,2,0,0,NVDEC
100,all,30,0.2000,150,0,3000.0,0.0,0,0,0,0.00,100,1,0,0,NVDEC
1,key15,15,2.0000,1,2.0,2.0,100.0,0.06,0.02,1.98,2.06,0,0,0,54,none(offered-bound)
1,key15,15,1.0000,2,2.0,2.0,100.0,0.06,0.02,2.17,2.25,0,0,0,37,none(offered-bound)
1,key15,15,0.6667,3,1.9,2.0,95.0,0.06,0.06,2.08,2.20,0,0,0,15,none(offered-bound)
1,key15,15,0.5000,4,2.0,2.0,100.0,0.07,0.02,2.12,2.21,0,0,1583,11,none(offered-bound)
1,key15,15,0.3333,6,1.9,2.0,95.0,0.07,0.02,2.27,2.36,0,0,0,14,none(offered-bound)
1,key15,15,0.2500,8,2.0,2.0,100.0,0.07,0.02,2.28,2.37,0,0,0,7,none(offered-bound)
1,key15,15,0.1667,12,2.0,2.0,100.0,0.08,0.02,2.03,2.13,2,1,0,1,none(offered-bound)
1,key15,15,0.1333,15,2.0,2.0,100.0,0.08,0.02,2.36,2.46,0,1,0,4,none(offered-bound)
1,key15,15,0.0833,24,2.0,2.0,100.0,0.11,0.02,2.54,2.67,0,0,0,2,none(offered-bound)
1,key15,15,0.0667,30,2.0,2.0,100.0,0.13,0.02,2.63,2.78,0,0,0,1,none(offered-bound)
4,key15,15,2.0000,1,7.8,8.0,97.5,0.05,0.02,1.88,1.95,2,1,0,185,none(offered-bound)
4,key15,15,1.0000,2,7.8,8.0,97.5,0.05,0.02,1.95,2.02,2,2,0,123,none(offered-bound)
4,key15,15,0.6667,3,7.8,8.0,97.5,0.05,0.02,2.00,2.07,2,0,0,84,none(offered-bound)
4,key15,15,0.5000,4,7.8,8.0,97.5,0.05,0.02,1.96,2.03,2,0,0,41,none(offered-bound)
4,key15,15,0.3333,6,7.8,8.0,97.5,0.06,0.02,1.95,2.03,2,0,0,33,none(offered-bound)
4,key15,15,0.2500,8,7.8,8.0,97.5,0.06,0.02,2.09,2.17,2,0,0,32,none(offered-bound)
4,key15,15,0.1667,12,7.8,8.0,97.5,0.06,0.02,1.98,2.06,2,0,0,11,none(offered-bound)
4,key15,15,0.1333,15,7.8,8.0,97.5,0.06,0.02,2.14,2.22,0,0,0,14,none(offered-bound)
4,key15,15,0.0833,24,7.8,8.0,97.5,0.07,0.02,2.20,2.29,2,0,0,10,none(offered-bound)
4,key15,15,0.0667,30,7.8,8.0,97.5,0.08,0.02,2.18,2.28,2,0,0,8,none(offered-bound)
8,key15,15,2.0000,1,15.6,16.0,97.5,0.05,0.02,1.87,1.94,3,3,0,335,none(offered-bound)
8,key15,15,1.0000,2,15.6,16.0,97.5,0.05,0.02,1.88,1.95,3,2,0,196,none(offered-bound)
8,key15,15,0.6667,3,15.6,16.0,97.5,0.05,0.02,2.02,2.09,3,0,0,196,none(offered-bound)
8,key15,15,0.5000,4,15.6,16.0,97.5,0.05,0.02,1.94,2.01,3,0,0,92,none(offered-bound)
8,key15,15,0.3333,6,15.6,16.0,97.5,0.05,0.02,1.98,2.05,4,0,0,65,none(offered-bound)
8,key15,15,0.2500,8,15.6,16.0,97.5,0.06,0.02,2.00,2.08,3,0,0,55,none(offered-bound)
8,key15,15,0.1667,12,15.6,16.0,97.5,0.06,0.02,2.06,2.14,2,0,0,40,none(offered-bound)
8,key15,15,0.1333,15,15.6,16.0,97.5,0.06,0.02,1.95,2.03,2,0,0,18,none(offered-bound)
8,key15,15,0.0833,24,15.6,16.0,97.5,0.06,0.02,1.94,2.02,1,0,0,11,none(offered-bound)
8,key15,15,0.0667,30,15.6,16.0,97.5,0.06,0.02,2.23,2.31,2,0,0,14,none(offered-bound)
16,key15,15,2.0000,1,31.2,32.0,97.5,0.05,0.02,1.90,1.97,7,6,0,745,none(offered-bound)
16,key15,15,1.0000,2,31.2,32.0,97.5,0.05,0.02,1.89,1.96,6,3,0,354,none(offered-bound)
16,key15,15,0.6667,3,31.2,32.0,97.5,0.05,0.02,1.89,1.96,5,2,0,276,none(offered-bound)
16,key15,15,0.5000,4,31.2,32.0,97.5,0.05,0.02,2.01,2.08,5,2,0,285,none(offered-bound)
16,key15,15,0.3333,6,31.4,32.0,98.1,0.05,0.02,1.93,2.00,5,0,0,115,none(offered-bound)
16,key15,15,0.2500,8,31.2,32.0,97.5,0.05,0.02,1.95,2.02,5,2,0,94,none(offered-bound)
16,key15,15,0.1667,12,31.2,32.0,97.5,0.05,0.02,2.11,2.18,5,1,0,94,none(offered-bound)
16,key15,15,0.1333,15,31.2,32.0,97.5,0.06,0.02,2.01,2.09,6,1,0,47,none(offered-bound)
16,key15,15,0.0833,24,31.4,32.0,98.1,0.06,0.04,2.06,2.16,6,0,0,28,none(offered-bound)
16,key15,15,0.0667,30,31.2,32.0,97.5,0.06,0.02,2.05,2.13,6,0,0,25,none(offered-bound)
32,key15,15,2.0000,1,62.4,64.0,97.5,0.08,0.08,2.00,2.16,11,12,0,2351,none(offered-bound)
32,key15,15,1.0000,2,62.3,64.0,97.3,0.20,0.18,1.89,2.27,12,5,0,671,none(offered-bound)
32,key15,15,0.6667,3,62.3,64.0,97.3,0.25,0.04,1.88,2.17,11,4,0,458,none(offered-bound)
32,key15,15,0.5000,4,62.3,64.0,97.3,0.09,0.04,2.02,2.15,11,3,0,616,none(offered-bound)
32,key15,15,0.3333,6,62.3,64.0,97.3,0.13,0.02,1.93,2.08,11,2,0,261,none(offered-bound)
32,key15,15,0.2500,8,62.3,64.0,97.3,0.37,0.04,1.91,2.32,11,0,0,170,none(offered-bound)
32,key15,15,0.1667,12,62.3,64.0,97.3,0.05,0.02,1.93,2.00,10,1,0,142,none(offered-bound)
32,key15,15,0.1333,15,62.3,64.0,97.3,0.10,0.02,2.07,2.19,9,0,0,152,none(offered-bound)
32,key15,15,0.0833,24,62.3,64.0,97.3,0.06,0.02,1.95,2.03,12,0,0,50,none(offered-bound)
32,key15,15,0.0667,30,62.0,64.0,96.9,0.06,0.02,1.97,2.05,11,0,0,40,none(offered-bound)
50,key15,15,2.0000,1,96.9,100.0,96.9,0.48,1.30,2.00,3.78,18,17,0,3790,none(offered-bound)
50,key15,15,1.0000,2,97.4,100.0,97.4,0.66,0.35,1.93,2.94,18,8,0,1255,none(offered-bound)
50,key15,15,0.6667,3,97.5,100.0,97.5,0.71,0.30,1.90,2.91,17,5,0,723,none(offered-bound)
50,key15,15,0.5000,4,97.4,100.0,97.4,0.84,0.54,1.90,3.28,17,3,0,628,none(offered-bound)
50,key15,15,0.3333,6,96.9,100.0,96.9,0.49,0.22,2.03,2.74,16,2,0,608,none(offered-bound)
50,key15,15,0.2500,8,97.5,100.0,97.5,0.52,0.21,1.93,2.66,16,2,0,274,none(offered-bound)
50,key15,15,0.1667,12,97.5,100.0,97.5,0.53,0.03,1.90,2.46,15,2,0,171,none(offered-bound)
50,key15,15,0.1333,15,96.9,100.0,96.9,0.68,0.04,2.07,2.79,17,0,0,250,none(offered-bound)
50,key15,15,0.0833,24,96.9,100.0,96.9,0.23,0.06,2.01,2.30,17,0,0,100,none(offered-bound)
50,key15,15,0.0667,30,97.4,100.0,97.4,0.78,0.07,1.98,2.83,17,0,0,73,none(offered-bound)
75,key15,15,2.0000,1,144.5,150.0,96.3,2.04,3.89,1.90,7.83,25,23,0,3765,none(offered-bound)
75,key15,15,1.0000,2,145.3,150.0,96.9,1.99,2.13,2.03,6.15,25,12,0,2723,none(offered-bound)
75,key15,15,0.6667,3,145.3,150.0,96.9,2.26,3.74,1.93,7.93,28,9,0,1116,none(offered-bound)
75,key15,15,0.5000,4,145.3,150.0,96.9,2.24,2.97,1.89,7.10,26,6,0,758,none(offered-bound)
75,key15,15,0.3333,6,145.3,150.0,96.9,1.71,1.33,2.04,5.08,26,4,0,942,none(offered-bound)
75,key15,15,0.2500,8,145.3,150.0,96.9,2.06,1.25,1.97,5.28,25,3,0,478,none(offered-bound)
75,key15,15,0.1667,12,145.4,150.0,96.9,1.83,0.64,1.96,4.43,24,3,0,276,none(offered-bound)
75,key15,15,0.1333,15,145.4,150.0,96.9,2.42,0.59,1.96,4.97,25,2,0,247,none(offered-bound)
75,key15,15,0.0833,24,145.4,150.0,96.9,2.31,0.24,2.11,4.66,26,2,0,220,none(offered-bound)
75,key15,15,0.0667,30,145.4,150.0,96.9,2.99,0.42,2.04,5.45,26,0,0,108,none(offered-bound)
100,key15,15,2.0000,1,192.6,200.0,96.3,5.44,9.19,1.93,16.56,34,31,0,4091,none(offered-bound)
100,key15,15,1.0000,2,192.7,200.0,96.3,4.35,7.64,2.06,14.05,34,16,0,3709,none(offered-bound)
100,key15,15,0.6667,3,192.7,200.0,96.3,5.05,6.42,1.98,13.45,33,10,0,1689,none(offered-bound)
100,key15,15,0.5000,4,192.6,200.0,96.3,5.28,8.82,1.96,16.06,33,8,0,1118,none(offered-bound)
100,key15,15,0.3333,6,192.7,200.0,96.3,5.53,8.35,1.99,15.87,33,5,0,892,none(offered-bound)
100,key15,15,0.2500,8,192.7,200.0,96.3,5.50,8.65,2.08,16.23,33,4,0,879,none(offered-bound)
100,key15,15,0.1667,12,192.7,200.0,96.3,5.13,2.95,1.99,10.07,34,2,0,359,none(offered-bound)
100,key15,15,0.1333,15,192.7,200.0,96.3,4.82,3.18,1.98,9.98,32,2,0,306,none(offered-bound)
100,key15,15,0.0833,24,192.6,200.0,96.3,4.65,1.76,2.13,8.54,35,2,0,305,none(offered-bound)
100,key15,15,0.0667,30,192.6,200.0,96.3,3.79,0.70,2.06,6.55,34,0,0,151,none(offered-bound)
1,key30,30,1.0000,1,1.0,1.0,100.0,0.06,0.02,2.07,2.15,0,1,0,30,none(offered-bound)
1,key30,30,0.5000,2,1.0,1.0,100.0,0.06,0.02,2.21,2.29,0,1,0,19,none(offered-bound)
1,key30,30,0.3333,3,1.0,1.0,100.0,0.07,0.02,2.10,2.19,0,1,0,6,none(offered-bound)
1,key30,30,0.2500,4,1.0,1.0,100.0,0.07,0.02,2.18,2.27,0,0,0,5,none(offered-bound)
1,key30,30,0.1667,6,1.0,1.0,100.0,0.08,0.02,2.33,2.43,0,0,0,6,none(offered-bound)
1,key30,30,0.1250,8,1.0,1.0,100.0,0.09,0.02,2.46,2.57,2,1,0,5,none(offered-bound)
1,key30,30,0.0833,12,1.0,1.0,100.0,0.13,0.06,2.97,3.16,2,1,0,3,none(offered-bound)
1,key30,30,0.0667,15,1.0,1.0,100.0,0.14,0.02,2.66,2.82,0,1,0,1,none(offered-bound)
4,key30,30,1.0000,1,3.8,4.0,95.0,0.05,0.02,2.00,2.07,0,1,0,152,none(offered-bound)
4,key30,30,0.5000,2,3.8,4.0,95.0,0.06,0.02,2.00,2.08,0,1,0,48,none(offered-bound)
4,key30,30,0.3333,3,3.8,4.0,95.0,0.06,0.02,1.97,2.05,2,1,0,28,none(offered-bound)
4,key30,30,0.2500,4,3.9,4.0,97.5,0.06,0.02,2.21,2.29,2,1,1724,37,none(offered-bound)
4,key30,30,0.1667,6,3.9,4.0,97.5,0.06,0.02,2.15,2.23,0,1,0,21,none(offered-bound)
4,key30,30,0.1250,8,3.9,4.0,97.5,0.06,0.02,2.19,2.27,0,1,0,15,none(offered-bound)
4,key30,30,0.0833,12,3.8,4.0,95.0,0.07,0.02,2.34,2.43,0,1,0,11,none(offered-bound)
4,key30,30,0.0667,15,3.8,4.0,95.0,0.08,0.02,2.51,2.61,0,1,0,10,none(offered-bound)
8,key30,30,1.0000,1,7.7,8.0,96.2,0.05,0.02,1.92,1.99,2,2,0,192,none(offered-bound)
8,key30,30,0.5000,2,7.6,8.0,95.0,0.05,0.02,1.86,1.93,0,1,0,71,none(offered-bound)
8,key30,30,0.3333,3,7.6,8.0,95.0,0.06,0.02,2.06,2.14,0,1,0,107,none(offered-bound)
8,key30,30,0.2500,4,7.6,8.0,95.0,0.06,0.02,2.01,2.09,2,1,0,53,none(offered-bound)
8,key30,30,0.1667,6,7.7,8.0,96.2,0.06,0.02,2.04,2.12,2,1,0,31,none(offered-bound)
8,key30,30,0.1250,8,7.6,8.0,95.0,0.06,0.04,2.06,2.16,2,0,0,29,none(offered-bound)
8,key30,30,0.0833,12,7.6,8.0,95.0,0.06,0.02,2.14,2.22,1,0,0,22,none(offered-bound)
8,key30,30,0.0667,15,7.7,8.0,96.2,0.06,0.02,2.12,2.20,0,0,0,9,none(offered-bound)
16,key30,30,1.0000,1,15.2,16.0,95.0,0.05,0.02,1.88,1.95,3,3,0,354,none(offered-bound)
16,key30,30,0.5000,2,15.2,16.0,95.0,0.05,0.02,2.02,2.09,2,2,0,326,none(offered-bound)
16,key30,30,0.3333,3,15.2,16.0,95.0,0.05,0.02,1.95,2.02,3,1,0,127,none(offered-bound)
16,key30,30,0.2500,4,15.4,16.0,96.2,0.05,0.02,1.92,1.99,3,1,2286,81,none(offered-bound)
16,key30,30,0.1667,6,15.2,16.0,95.0,0.05,0.02,1.94,2.01,3,0,0,68,none(offered-bound)
16,key30,30,0.1250,8,15.2,16.0,95.0,0.06,0.02,2.14,2.22,5,0,0,77,none(offered-bound)
16,key30,30,0.0833,12,15.4,16.0,96.2,0.06,0.02,2.01,2.09,4,0,2286,26,none(offered-bound)
16,key30,30,0.0667,15,15.2,16.0,95.0,0.06,0.02,2.03,2.11,3,1,0,25,none(offered-bound)
32,key30,30,1.0000,1,30.4,32.0,95.0,0.05,0.02,2.02,2.09,6,6,0,1248,none(offered-bound)
32,key30,30,0.5000,2,30.4,32.0,95.0,0.05,0.02,1.88,1.95,6,3,0,354,none(offered-bound)
32,key30,30,0.3333,3,30.8,32.0,96.2,0.05,0.01,1.92,1.98,6,2,0,265,none(offered-bound)
32,key30,30,0.2500,4,30.4,32.0,95.0,0.05,0.02,1.96,2.03,6,1,0,264,none(offered-bound)
32,key30,30,0.1667,6,30.3,32.0,94.7,0.05,0.02,2.02,2.09,6,1,0,171,mixed/ramp
32,key30,30,0.1250,8,30.8,32.0,96.2,0.05,0.03,1.95,2.03,6,1,0,85,none(offered-bound)
32,key30,30,0.0833,12,30.4,32.0,95.0,0.06,0.02,2.01,2.09,5,0,0,74,none(offered-bound)
32,key30,30,0.0667,15,30.4,32.0,95.0,0.06,0.02,2.18,2.26,6,0,0,89,none(offered-bound)
50,key30,30,1.0000,1,47.3,50.0,94.6,0.06,0.13,1.90,2.09,12,9,0,1124,mixed/ramp
50,key30,30,0.5000,2,47.5,50.0,95.0,0.13,0.07,1.90,2.10,8,4,0,546,none(offered-bound)
50,key30,30,0.3333,3,47.6,50.0,95.2,0.05,0.13,2.02,2.20,8,2,0,630,none(offered-bound)
50,key30,30,0.2500,4,47.6,50.0,95.2,0.08,0.04,2.01,2.13,7,2,0,404,none(offered-bound)
50,key30,30,0.1667,6,48.1,50.0,96.2,0.05,0.02,1.95,2.02,8,1,0,193,none(offered-bound)
50,key30,30,0.1250,8,47.6,50.0,95.2,0.05,0.02,1.97,2.04,7,1,0,175,none(offered-bound)
