cam,1,900,900,30.7,0.040,0.056,1.624,1.720
cam,4,900,3600,31.1,0.143,0.151,1.728,2.022
cam,8,900,7200,31.3,0.180,0.435,1.771,2.385
cam,16,900,14400,31.4,0.412,0.705,1.835,2.952
plate,1,900,900,30.7,0.039,0.077,2.124,2.240
plate,4,900,3600,31.2,0.048,0.975,2.456,3.479
plate,8,900,7200,31.2,0.063,0.855,2.307,3.224
plate,16,900,14400,31.2,0.163,1.201,2.389,3.753
